num,CVE_ESTADO,DES_ESTADO,CVE_DIAGNO,DES_DIAGNO,CVE_CIE10,ACUMULADO,MENORES_1,DE01_A_04,DE05_A_09,DE10_A_14,DE15_A_19,DE20_A_24,DE25_A_44,DE45_A_49,DE50_A_59,DE60_A_64,DE65_Y_MAS,SE_IGNORAN,SSA,IMSS_ORD,ISSSTE,OTRAS,IMSS_SOL,D_IF,PEMEX,SEDENA,SEDEMAR,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,PERIODO,MENORES_1F,DE01_A_04F,DE05_A_09F,DE10_A_14F,DE15_A_19F,DE20_A_24F,DE25_A_44F,DE45_A_49F,DE50_A_59F,DE60_A_64F,DE65_Y_MAF,SE_IGNORAF,TOTALM,TOTALF,SSAM,IMSS_ORDM,ISSSTEM,OTRASM,IMSS_SOLM,D_IFM,PEMEXM,SEDENAM,SEDEMARM,SSAF,IMSS_ORDF,ISSSTEF,OTRASF,IMSS_SOLF,D_IFF,PEMEXF,SEDENAF,SEDEMARF,ENEROM,FEBREROM,MARZOM,ABRILM,MAYOM,JUNIOM,JULIOM,AGOSTOM,SEPTIEMBRM,OCTUBREM,NOVIEMBREM,DICIEMBREM,ENEROF,FEBREROF,MARZOF,ABRILF,MAYOF,JUNIOF,JULIOF,AGOSTOF,SEPTIEMBRF,OCTUBREF,NOVIEMBREF,DICIEMBREF
2677,19,Nuevo León,47,Hipertensión arterial&,I10-I15,17993,0,0,0,0,20,136,2023,1040,2054,994,1585,11,3199,9670,924,4045,10,0,101,44,0,1575,1701,2027,1383,1354,1670,1263,1470,1236,1374,1828,1112,2015,0,0,0,0,17,146,2609,1610,2605,1090,2052,1,7863,10130,1134,4502,382,1773,3,0,50,19,0,2065,5168,542,2272,7,0,51,25,0,722,736,862,577,579,744,557,661,544,616,781,484,853,965,1165,806,775,926,706,809,692,758,1047,628
2678,19,Nuevo León,48,Bocio endémico,E01,28,0,1,0,0,0,1,3,0,0,0,1,0,5,6,1,16,0,0,0,0,0,4,1,3,2,2,1,13,0,0,0,0,2,2015,0,0,0,0,0,1,8,1,3,2,7,0,6,22,0,0,0,6,0,0,0,0,0,5,6,1,10,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,3,1,3,1,2,1,9,0,0,0,0,2
2679,19,Nuevo León,49,Diabetes mellitus no insulinodependiente (Tipo II)#,E11-E14,14680,0,0,0,6,19,76,1621,972,1760,788,1066,3,3383,7450,630,3072,8,0,113,24,0,1231,1335,1573,1138,1190,1417,1053,1331,1008,1107,1447,850,2015,0,0,0,4,23,122,2338,1442,2313,872,1253,2,6311,8369,1136,3492,258,1354,2,0,58,11,0,2247,3958,372,1718,6,0,55,13,0,542,575,672,502,508,581,428,563,416,471,667,386,689,760,901,636,682,836,625,768,592,636,780,464
2680,19,Nuevo León,504,Fiebre del Oeste del Nilo,A92.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2681,19,Nuevo León,51,Enfermedad isquémica del corazón&,I20-I25,3631,0,0,0,0,6,17,253,181,504,357,771,8,338,1779,9,1470,0,0,35,0,0,401,300,370,265,282,374,289,301,276,227,332,214,2015,0,0,0,0,2,10,152,123,365,241,639,2,2097,1534,162,1015,5,897,0,0,18,0,0,176,764,4,573,0,0,17,0,0,237,179,205,152,164,206,164,164,174,125,200,127,164,121,165,113,118,168,125,137,102,102,132,87
2682,19,Nuevo León,52,Enfermedad cerebrovasular,"I60-I67, I69",2438,0,0,2,1,1,8,140,101,375,172,596,12,125,1301,2,986,0,0,24,0,0,226,218,322,151,216,208,172,245,190,167,207,116,2015,0,0,2,0,2,10,81,63,200,147,521,4,1408,1030,61,822,2,509,0,0,14,0,0,64,479,0,477,0,0,10,0,0,127,125,182,95,118,116,98,140,104,104,131,68,99,93,140,56,98,92,74,105,86,63,76,48
2683,19,Nuevo León,54,Asma y estado asmático,"J45, J46",15544,410,1710,1842,1021,362,269,671,194,251,110,239,1,4302,5801,598,4786,3,0,38,16,0,1587,1759,2057,1266,1195,1202,868,918,962,953,1617,1160,2015,347,1301,1376,810,441,436,1735,502,764,269,483,0,7080,8464,1911,2602,204,2331,2,0,21,9,0,2391,3199,394,2455,1,0,17,7,0,719,761,835,602,561,542,385,445,455,459,790,526,868,998,1222,664,634,660,483,473,507,494,827,634
2684,19,Nuevo León,57,Intoxicación por plaguicidas,T60,46,1,9,0,0,0,2,5,0,0,0,3,0,3,35,0,8,0,0,0,0,0,5,4,4,3,3,5,6,3,3,4,4,2,2015,0,13,0,0,2,0,7,1,2,0,1,0,20,26,1,17,0,2,0,0,0,0,0,2,18,0,6,0,0,0,0,0,1,2,4,1,2,2,5,1,1,0,1,0,4,2,0,2,1,3,1,2,2,4,3,2
2685,19,Nuevo León,58,Intoxicación por ponzoña de animales,"T63, X21,  X27, excepto T63.2",759,2,43,38,47,25,24,103,36,47,13,49,0,209,518,1,28,0,0,3,0,0,14,21,40,49,41,132,111,121,88,57,65,20,2015,2,22,34,28,22,25,102,17,27,19,34,0,427,332,124,286,0,14,0,0,3,0,0,85,232,1,14,0,0,0,0,0,12,12,12,31,16,84,68,64,47,28,40,13,2,9,28,18,25,48,43,57,41,29,25,7
2686,19,Nuevo León,59,Infección asintomática por VIH,Z21,214,0,0,0,0,6,38,116,11,5,1,0,0,175,36,1,2,0,0,0,0,0,13,15,19,11,18,25,20,22,17,18,18,18,2015,0,0,0,0,3,11,18,4,1,0,0,0,177,37,144,30,1,2,0,0,0,0,0,31,6,0,0,0,0,0,0,0,11,15,16,10,15,21,16,17,13,15,14,14,2,0,3,1,3,4,4,5,4,3,4,4
2687,19,Nuevo León,64,Enfermedad febril exantemática,U97,325,41,64,8,3,1,8,2,35,2,1,0,0,211,98,3,10,0,0,3,0,0,46,43,34,26,39,32,20,7,27,23,16,12,2015,39,50,37,7,6,6,11,3,0,1,0,0,165,160,110,51,1,2,0,0,1,0,0,101,47,2,8,0,0,2,0,0,27,24,12,15,27,16,8,4,12,11,3,6,19,19,22,11,12,16,12,3,15,12,13,6
2688,19,Nuevo León,66,Parálisis flácida aguda,U98,30,2,5,5,7,0,0,0,0,0,0,0,0,10,18,1,1,0,0,0,0,0,4,2,1,5,8,4,4,0,1,1,0,0,2015,0,6,2,3,0,0,0,0,0,0,0,0,19,11,6,11,1,1,0,0,0,0,0,4,7,0,0,0,0,0,0,0,2,0,1,1,6,4,4,0,0,1,0,0,2,2,0,4,2,0,0,0,1,0,0,0
2689,19,Nuevo León,67,Síndrome de inmunodeficiencia adquirida,B20-B24,209,0,1,0,0,0,1,19,126,20,19,0,2,139,59,4,7,0,0,0,0,0,17,15,19,10,18,21,19,9,17,23,21,20,2015,0,0,0,0,1,1,14,3,2,0,0,0,188,21,121,56,4,7,0,0,0,0,0,18,3,0,0,0,0,0,0,0,15,14,17,8,17,17,17,7,15,23,19,19,2,1,2,2,1,4,2,2,2,0,2,1
2690,19,Nuevo León,68,Meningoencefalitis amebiana primaria,B60.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,19,Nuevo León,69,Oncocercosis,B73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,19,Nuevo León,71,Tripanosomiasis americana (Enfermedad de Chagas),B57,6,0,0,0,0,0,1,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2693,19,Nuevo León,72,Mal del pinto,A67,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2015,0,0,1,0,2,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2694,19,Nuevo León,73,Lepra,A30,14,0,0,0,0,0,0,0,1,1,1,2,0,10,3,0,1,0,0,0,0,0,1,0,3,1,2,2,1,2,0,0,1,1,2015,0,0,0,0,0,0,1,0,3,2,3,0,5,9,4,0,0,1,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,2,1,1,2,1,1,0,0,0,1
2695,19,Nuevo León,74,Tracoma,A71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,19,Nuevo León,75,Poliomielitis aguda,A80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,19,Nuevo León,76,Paludismo por Plasmodium falciparum,B50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,19,Nuevo León,77,Fiebre amarilla,A95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,19,Nuevo León,78,Peste,A20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,19,Nuevo León,80,Tifo murino,A75.2,47,0,0,3,0,2,0,5,0,1,0,0,0,32,12,1,2,0,0,0,0,0,1,2,1,7,9,16,8,1,2,0,0,0,2015,0,0,1,2,5,8,17,2,1,0,0,0,11,36,8,3,0,0,0,0,0,0,0,24,9,1,2,0,0,0,0,0,0,2,0,0,3,2,4,0,0,0,0,0,1,0,1,7,6,14,4,1,2,0,0,0
2701,19,Nuevo León,81,Fiebre manchada,A77.0,28,0,0,0,1,1,2,2,1,3,0,0,0,20,7,0,1,0,0,0,0,0,0,0,1,1,4,10,11,0,0,1,0,0,2015,0,0,0,1,4,1,10,1,1,0,0,0,10,18,6,4,0,0,0,0,0,0,0,14,3,0,1,0,0,0,0,0,0,0,0,1,1,5,3,0,0,0,0,0,0,0,1,0,3,5,8,0,0,1,0,0
2702,19,Nuevo León,82,Difteria,A36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,19,Nuevo León,83,Tos ferina,A37,157,67,9,0,1,0,0,2,0,0,0,0,0,76,61,1,19,0,0,0,0,0,10,10,18,16,23,28,19,9,8,5,3,8,2015,73,4,0,1,0,0,0,0,0,0,0,0,79,78,42,31,0,6,0,0,0,0,0,34,30,1,13,0,0,0,0,0,7,8,7,6,9,16,11,4,2,2,3,4,3,2,11,10,14,12,8,5,6,3,0,4
2704,19,Nuevo León,85,Tétanos,"A34, A35",2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2705,19,Nuevo León,86,Tétanos neonatal**,A33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,19,Nuevo León,87,Sarampión,B05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,19,Nuevo León,88,Encefalitis equina venezolana,A92.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,19,Nuevo León,89,Fiebre hemorrágica por dengue,A91,71,0,0,1,1,3,4,11,1,1,1,1,0,18,44,1,8,0,0,0,0,0,0,0,0,0,1,5,1,7,13,30,14,0,2015,0,1,2,4,5,1,17,3,8,1,5,0,24,47,4,16,1,3,0,0,0,0,0,14,28,0,5,0,0,0,0,0,0,0,0,0,0,1,0,4,3,10,6,0,0,0,0,0,1,4,1,3,10,20,8,0
2709,19,Nuevo León,90,Influenza,J09 - J11,1986,47,104,59,37,48,88,279,45,86,27,74,0,438,1400,11,137,0,0,0,0,0,787,523,178,30,33,45,20,76,35,42,89,128,2015,36,99,60,42,33,84,351,130,133,32,92,0,894,1092,196,644,5,49,0,0,0,0,0,242,756,6,88,0,0,0,0,0,344,235,73,17,16,21,7,42,16,16,40,67,443,288,105,13,17,24,13,34,19,26,49,61
2710,19,Nuevo León,91,Efectos adversos temporalmente asociados a vacuna (ETAV),"Y58, Y59",47,5,10,2,1,0,1,2,0,0,0,0,0,16,30,0,1,0,0,0,0,0,4,2,1,4,10,3,3,3,6,5,6,0,2015,4,12,3,1,0,1,2,0,1,0,2,0,21,26,7,14,0,0,0,0,0,0,0,9,16,0,1,0,0,0,0,0,2,1,1,2,7,1,1,2,1,1,2,0,2,1,0,2,3,2,2,1,5,4,4,0
2711,19,Nuevo León,92,Sífilis congénita**,A50,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2015,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2712,19,Nuevo León,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",659,4,71,69,33,24,15,36,8,9,3,12,0,364,153,0,142,0,0,0,0,0,51,45,43,54,157,60,57,45,44,37,32,34,2015,9,75,87,34,18,20,51,19,30,15,17,0,284,375,153,64,0,67,0,0,0,0,0,211,89,0,75,0,0,0,0,0,29,12,20,27,63,20,25,24,23,12,12,17,22,33,23,27,94,40,32,21,21,25,20,17
2713,19,Nuevo León,94,Intoxicación por picadura de alacrán,"T63.2, X22",107,0,1,0,7,6,7,15,3,2,1,2,0,32,63,0,12,0,0,0,0,0,3,3,3,6,16,9,13,18,11,14,8,3,2015,0,1,1,5,4,10,22,8,6,2,4,0,44,63,9,27,0,8,0,0,0,0,0,23,36,0,4,0,0,0,0,0,2,0,2,5,1,6,2,6,5,9,5,1,1,3,1,1,15,3,11,12,6,5,3,2
2714,19,Nuevo León,96,Anencefalia**,Q00,13,7,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,0,0,0,0,0,1,0,3,2,1,1,1,2,0,1,1,0,2015,6,0,0,0,0,0,0,0,0,0,0,0,7,6,5,1,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0
2715,19,Nuevo León,97,Tumor maligno del cuello del útero@,C53,85,0,0,0,0,0,0,0,0,0,0,0,0,2,44,19,20,0,0,0,0,0,3,13,9,3,4,14,10,8,8,6,2,5,2015,0,0,0,0,3,2,29,10,25,7,8,1,0,85,0,0,0,0,0,0,0,0,0,2,44,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,3,4,14,10,8,8,6,2,5
2716,19,Nuevo León,98,Síndrome coqueluchoide,U99,209,102,3,0,1,0,0,0,1,0,0,0,0,113,77,3,16,0,0,0,0,0,42,20,28,12,10,6,7,7,4,7,21,45,2015,91,8,0,1,0,0,1,1,0,0,0,0,107,102,64,35,2,6,0,0,0,0,0,49,42,1,10,0,0,0,0,0,22,12,12,6,3,2,2,3,2,6,12,25,20,8,16,6,7,4,5,4,2,1,9,20
2717,19,Nuevo León,99,Infecciones invasivas por Haemophilus Influenzae,"A41.3, G00.0, J14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,20,Oaxaca,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,20,Oaxaca,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",19075,287,1824,1364,1058,504,411,1113,332,436,213,526,7,8079,2597,1793,111,6237,109,64,85,0,1457,1627,1886,1448,1411,2124,1660,1967,1521,1429,1677,868,2015,244,1813,1620,1135,807,745,2091,599,815,363,762,6,8075,11000,3496,1113,698,48,2594,50,34,42,0,4583,1484,1095,63,3643,59,30,43,0,624,661,778,651,587,905,726,830,618,633,694,368,833,966,1108,797,824,1219,934,1137,903,796,983,500
2720,20,Oaxaca,3,Absceso hepático amebiano,A06.4,27,0,3,5,1,1,0,2,0,1,1,0,0,20,1,1,0,5,0,0,0,0,2,0,1,6,2,7,0,0,0,2,7,0,2015,0,0,1,1,1,2,5,2,0,0,1,0,14,13,8,1,1,0,4,0,0,0,0,12,0,0,0,1,0,0,0,0,1,0,1,2,1,4,0,0,0,1,4,0,1,0,0,4,1,3,0,0,0,1,3,0
2721,20,Oaxaca,4,Ascariasis,B77,2237,5,258,302,178,81,28,67,31,33,10,24,0,1292,10,385,5,543,2,0,0,0,183,173,255,147,117,194,189,245,237,172,215,110,2015,7,281,293,183,81,62,137,61,55,25,33,2,1017,1220,589,6,172,4,245,1,0,0,0,703,4,213,1,298,1,0,0,0,85,79,119,65,58,79,96,121,96,79,97,43,98,94,136,82,59,115,93,124,141,93,118,67
2722,20,Oaxaca,5,Shigelosis,A03,405,5,60,24,19,10,9,22,10,8,6,14,0,307,10,39,0,48,1,0,0,0,54,33,26,24,27,27,47,53,24,27,32,31,2015,16,45,19,13,18,15,46,11,14,8,13,0,187,218,148,5,13,0,20,1,0,0,0,159,5,26,0,28,0,0,0,0,21,18,9,16,7,15,23,22,9,12,17,18,33,15,17,8,20,12,24,31,15,15,15,13
2723,20,Oaxaca,6,Fiebre tifoidea,A01.0,766,8,15,28,39,32,25,63,12,20,5,15,0,530,120,54,10,46,0,6,0,0,78,112,76,54,38,48,58,74,48,66,62,52,2015,2,16,25,40,46,53,177,42,60,19,24,0,262,504,188,37,18,4,13,0,2,0,0,342,83,36,6,33,0,4,0,0,26,42,29,21,13,17,20,20,16,22,15,21,52,70,47,33,25,31,38,54,32,44,47,31
2724,20,Oaxaca,7,Giardiasis,A07.1,500,11,62,51,26,16,12,30,14,8,7,8,0,254,74,51,0,98,12,3,8,0,42,44,60,43,21,43,33,50,50,42,51,21,2015,14,51,57,20,24,15,41,12,10,4,7,0,245,255,111,37,26,0,58,7,1,5,0,143,37,25,0,40,5,2,3,0,23,29,35,14,11,21,16,25,20,18,25,8,19,15,25,29,10,22,17,25,30,24,26,13
2725,20,Oaxaca,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",159295,5639,17475,9614,6604,4354,4537,10972,3657,4592,2418,3910,34,79259,31034,12789,15937,15411,165,2860,1335,505,12828,15125,15929,13182,12029,17948,14508,15273,10838,10179,12747,8709,2015,5582,15996,9504,6376,5224,6094,16103,5079,6720,3003,5773,35,73806,85489,36404,14502,5462,7984,6964,77,1486,643,284,42855,16532,7327,7953,8447,88,1374,692,221,6009,7067,7461,6122,5526,8238,6636,7026,4999,4747,5915,4060,6819,8058,8468,7060,6503,9710,7872,8247,5839,5432,6832,4649
2726,20,Oaxaca,9,Intoxicación alimentaria bacteriana,A05,748,10,62,51,50,26,16,42,13,21,8,17,1,352,152,54,0,148,2,38,2,0,54,82,96,80,41,64,50,70,50,65,57,39,2015,8,59,68,50,31,36,95,15,33,7,29,0,317,431,152,68,22,0,60,1,12,2,0,200,84,32,0,88,1,26,0,0,21,33,42,35,18,35,25,28,21,17,30,12,33,49,54,45,23,29,25,42,29,48,27,27
2727,20,Oaxaca,10,Enterobiasis,B80,636,4,58,67,60,13,6,23,7,10,1,14,0,392,21,74,2,146,1,0,0,0,39,96,63,42,69,54,39,55,41,35,59,44,2015,6,63,81,47,20,19,71,14,30,5,17,0,263,373,162,8,27,1,65,0,0,0,0,230,13,47,1,81,1,0,0,0,16,32,31,13,24,25,21,27,24,18,14,18,23,64,32,29,45,29,18,28,17,17,45,26
2728,20,Oaxaca,100,Síndrome de rubéola congénita**,P35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2729,20,Oaxaca,101,Infección por virus del papiloma humano,B97.7,353,0,1,0,1,2,6,15,2,4,1,0,0,38,64,222,0,24,0,3,2,0,31,30,30,14,7,13,27,73,44,21,51,12,2015,0,1,1,3,3,21,179,25,53,24,11,0,32,321,5,9,14,0,2,0,1,1,0,33,55,208,0,22,0,2,1,0,4,2,5,1,0,2,2,5,2,5,2,2,27,28,25,13,7,11,25,68,42,16,49,10
2730,20,Oaxaca,102,Leptospirosis,A27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,20,Oaxaca,103,Triquinosis,B75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,20,Oaxaca,104,Hepatitis vírica C,"B17.1, B18.2",28,0,0,0,0,0,2,9,2,1,1,2,0,11,2,7,5,3,0,0,0,0,4,4,5,3,1,2,0,3,2,3,0,1,2015,0,0,1,0,1,0,4,0,1,1,3,0,17,11,7,0,3,5,2,0,0,0,0,4,2,4,0,1,0,0,0,0,2,2,4,2,1,1,0,3,0,2,0,0,2,2,1,1,0,1,0,0,2,1,0,1
2733,20,Oaxaca,105,Toxoplasmosis,B58,6,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,2015,0,2,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0
2734,20,Oaxaca,106,Insuficiencia venosa periférica,I87.2,2888,0,0,0,1,5,15,92,54,102,67,189,2,435,1745,194,88,253,5,152,16,0,221,235,251,257,230,275,230,285,271,228,260,145,2015,0,0,2,8,14,67,659,326,564,266,455,0,527,2361,88,307,43,23,46,1,18,1,0,347,1438,151,65,207,4,134,15,0,39,49,37,38,45,46,39,52,42,65,45,30,182,186,214,219,185,229,191,233,229,163,215,115
2735,20,Oaxaca,107,"Edema, proteinuria y transtornos hipertensivos del embarazo=",010-016 excepto 012,1798,0,0,0,0,0,0,0,0,0,0,0,0,1158,421,27,0,192,0,0,0,0,115,140,157,102,89,157,129,202,143,150,195,219,2015,0,0,0,5,265,493,1009,18,8,0,0,0,0,1798,0,0,0,0,0,0,0,0,0,1158,421,27,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,140,157,102,89,157,129,202,143,150,195,219
2736,20,Oaxaca,109,"Úlceras, gastritis y duodenitis",K25-K29,34538,5,24,61,562,953,1200,3168,1541,1815,1236,1671,15,16529,3595,3767,3296,6693,23,262,357,16,2785,3129,3621,2492,2161,3125,2730,3329,2948,2754,3270,2194,2015,3,25,95,1026,2025,2600,6917,2486,3112,1479,2516,3,12251,22287,5778,1162,1384,1673,2008,10,107,121,8,10751,2433,2383,1623,4685,13,155,236,8,972,1096,1431,866,764,1088,950,1142,1019,931,1165,827,1813,2033,2190,1626,1397,2037,1780,2187,1929,1823,2105,1367
